asset_id,tier,category,filename,title,creator,institution,license_or_rights,use_status,production_rule,landing_page,direct_url,license_url,attribution,dimensions,sha256,downloaded_at,recommended_screen,fact_boundary,local_relative_path,web_ready_relative_path
AX022,open_license,artifacts_sites_expanded,AX022_stone_knife_liaoning.jpg,红山文化石刀,"Gary Lee Todd, Ph.D.",Liaoning Provincial Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Stone_Knife.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5d/Hongshan_Culture_Stone_Knife.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化石刀 — Gary Lee Todd, Ph.D., via Wikimedia Commons, CC0",2400x1600,9a9a4dfc34b778bd05d16746ebda09a9589010d06c8f3564a7abb334b8f12ed7,2026-07-14T09:37:46+00:00,生产生活／技术系统,辽宁省博物馆展陈照；具体出土地点未载，不得写作牛河梁出土。,01_open_license/artifacts_sites_expanded/AX022_stone_knife_liaoning.jpg,05_web_ready/artifacts_sites_expanded/AX022_stone_knife_liaoning.webp
AX023,open_license,artifacts_sites_expanded,AX023_stone_tools_liaoning_02.jpg,红山文化石器组合（二）,"Gary Lee Todd, Ph.D.",Liaoning Provincial Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Stone_Tools_02.jpg,https://upload.wikimedia.org/wikipedia/commons/a/ac/Hongshan_Culture_Stone_Tools_02.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化石器组合（二） — Gary Lee Todd, Ph.D., via Wikimedia Commons, CC0",2400x1600,611f8befb7bdf40773b41a9a2643ea3a0f76b87dfd4cea5e288cad303fc9ba39,2026-07-14T09:37:46+00:00,生产生活／技术系统,展柜组合是博物馆陈列，不等于同一遗址或同一考古单位。,01_open_license/artifacts_sites_expanded/AX023_stone_tools_liaoning_02.jpg,05_web_ready/artifacts_sites_expanded/AX023_stone_tools_liaoning_02.webp
AX024,open_license,artifacts_sites_expanded,AX024_stone_tools_liaoning_03.jpg,红山文化石器组合（三）,"Gary Lee Todd, Ph.D.",Liaoning Provincial Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Culture_Stone_Tools_03.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d8/Hongshan_Culture_Stone_Tools_03.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化石器组合（三） — Gary Lee Todd, Ph.D., via Wikimedia Commons, CC0",2400x1600,6ee6ab423e9fe186906676873c8916be24ba992858d148b3a248a40061432d6c,2026-07-14T09:37:46+00:00,生产生活／技术系统,展柜组合是博物馆陈列；不得推断所有器物均出自牛河梁。,01_open_license/artifacts_sites_expanded/AX024_stone_tools_liaoning_03.jpg,05_web_ready/artifacts_sites_expanded/AX024_stone_tools_liaoning_03.webp
AX025,open_license,artifacts_sites_expanded,AX025_jade_burial_group_liaoning_02.jpg,红山文化玉器随葬展示（二）,"Gary Lee Todd, Ph.D.",Liaoning Provincial Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Jade_Burial_Objects_02.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0c/Hongshan_Jade_Burial_Objects_02.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉器随葬展示（二） — Gary Lee Todd, Ph.D., via Wikimedia Commons, CC0",2400x1600,8f54451ab566fc25ffe6248c3a06c51c929822ee2027ea4eb507adbcd25863a7,2026-07-14T09:37:46+00:00,墓葬证据／组合关系,照片记录博物馆的随葬主题展陈；未提供具体墓号，不能直接对应牛河梁某座墓。,01_open_license/artifacts_sites_expanded/AX025_jade_burial_group_liaoning_02.jpg,05_web_ready/artifacts_sites_expanded/AX025_jade_burial_group_liaoning_02.webp
AX026,open_license,artifacts_sites_expanded,AX026_jade_burial_group_liaoning_06.jpg,红山文化玉器随葬展示（六）,"Gary Lee Todd, Ph.D.",Liaoning Provincial Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Jade_Burial_Objects_06.jpg,https://upload.wikimedia.org/wikipedia/commons/6/69/Hongshan_Jade_Burial_Objects_06.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉器随葬展示（六） — Gary Lee Todd, Ph.D., via Wikimedia Commons, CC0",2400x1600,b5100befff181af6517f400d22839da466e6fd708e1c02a2766510eaa1f120cb,2026-07-14T09:37:46+00:00,墓葬证据／组合关系,照片记录博物馆展陈；Commons系列编号不是考古单位编号。,01_open_license/artifacts_sites_expanded/AX026_jade_burial_group_liaoning_06.jpg,05_web_ready/artifacts_sites_expanded/AX026_jade_burial_group_liaoning_06.webp
AX027,open_license,artifacts_sites_expanded,AX027_jade_pig_dragon_capital.jpg,红山文化玉猪龙,Gary Todd,Capital Museum,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Hongshan_Jade_Pig-dragon.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/Hongshan_Jade_Pig-dragon.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉猪龙 — Gary Todd, via Wikimedia Commons, CC0",2400x3600,77c7aceab3b3df1684185b7055ccfb4d06bbd480f7fe3ff475a42460ea5d2cb6,2026-07-14T09:37:46+00:00,器物图谱／猪龙比较,首都博物馆展陈照；出土地点未载，不得写作牛河梁出土。,01_open_license/artifacts_sites_expanded/AX027_jade_pig_dragon_capital.jpg,05_web_ready/artifacts_sites_expanded/AX027_jade_pig_dragon_capital.webp
AX028,open_license,artifacts_sites_expanded,AX028_hooked_cloud_pendant_npm.jpg,红山文化晚期勾云形玉佩,anonymous,National Palace Museum (Taipei),CC BY 4.0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Jade_pei_pendant_in_the_shape_of_hooked_cloud.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c5/Jade_pei_pendant_in_the_shape_of_hooked_cloud.jpg,https://creativecommons.org/licenses/by/4.0,"红山文化晚期勾云形玉佩 — anonymous, via Wikimedia Commons, CC BY 4.0",2400x1595,1a1f81807bff5a46b37e84965341037943e44b0c80733ccc2b2cccdd8b48238b,2026-07-14T09:37:46+00:00,器物特写／符号形制,Commons元数据给出馆藏号与年代，但未给出出土地点；不得写作牛河梁出土。,01_open_license/artifacts_sites_expanded/AX028_hooked_cloud_pendant_npm.jpg,05_web_ready/artifacts_sites_expanded/AX028_hooked_cloud_pendant_npm.webp
AX029,open_license,artifacts_sites_expanded,AX029_jade_pendant_npm_01.jpg,红山文化玉佩（一）,Gary Todd,National Palace Museum (Taipei),CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,"https://commons.wikimedia.org/wiki/File:Jade_Pei_Pendant,_Hongshan_Culture_01.jpg",https://upload.wikimedia.org/wikipedia/commons/8/81/Jade_Pei_Pendant%2C_Hongshan_Culture_01.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉佩（一） — Gary Todd, via Wikimedia Commons, CC0",2400x1600,a0da2c6ff74ac782246a902f89813ba30290a3c256976f4b31ff0c44a84dbe4b,2026-07-14T09:37:46+00:00,器物图谱／佩饰比较,台北故宫博物院展陈照；具体出土地点未载。,01_open_license/artifacts_sites_expanded/AX029_jade_pendant_npm_01.jpg,05_web_ready/artifacts_sites_expanded/AX029_jade_pendant_npm_01.webp
AX030,open_license,artifacts_sites_expanded,AX030_jade_pendant_npm_02.jpg,红山文化玉佩（二）,Gary Todd,National Palace Museum (Taipei),CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,"https://commons.wikimedia.org/wiki/File:Jade_Pei_Pendant,_Hongshan_Culture_02.jpg",https://upload.wikimedia.org/wikipedia/commons/d/d9/Jade_Pei_Pendant%2C_Hongshan_Culture_02.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉佩（二） — Gary Todd, via Wikimedia Commons, CC0",2400x1600,5958a8ad8ffa148becfd4b3a45ab51f867abb6813a4ac33cc3866f8f56e6c99e,2026-07-14T09:37:46+00:00,器物图谱／佩饰比较,台北故宫博物院展陈照；具体出土地点未载。,01_open_license/artifacts_sites_expanded/AX030_jade_pendant_npm_02.jpg,05_web_ready/artifacts_sites_expanded/AX030_jade_pendant_npm_02.webp
AX031,open_license,artifacts_sites_expanded,AX031_jade_dragon_nmc_sanxingtala.jpg,红山文化玉龙,Gary Todd,National Museum of China,CC0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,"https://commons.wikimedia.org/wiki/File:Neolithic_Hongshan_Culture_Jade_Dragon,_c._4000-3000_BC.jpg",https://upload.wikimedia.org/wikipedia/commons/6/65/Neolithic_Hongshan_Culture_Jade_Dragon%2C_c._4000-3000_BC.jpg,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"红山文化玉龙 — Gary Todd, via Wikimedia Commons, CC0",2400x3600,aec5de9f2496a220bd388c2fe2dba14aa47e95c8978c292e3ea4355ae937b445,2026-07-14T09:37:46+00:00,核心器物／龙形谱系,此器来自内蒙古三星他拉，不是牛河梁出土；发现年份请以馆方/权威目录最终校核。,01_open_license/artifacts_sites_expanded/AX031_jade_dragon_nmc_sanxingtala.jpg,05_web_ready/artifacts_sites_expanded/AX031_jade_dragon_nmc_sanxingtala.webp
AX032,open_license,artifacts_sites_expanded,AX032_bovine_head_seated_figure_cleveland.jpg,牛首坐姿人形护符（馆方定为可能属红山文化）,The Cleveland Museum of Art,The Cleveland Museum of Art,CC0,open_license_direct_use,allow_with_manifest_conditions,https://www.clevelandart.org/art/1953.628,https://openaccess-cdn.clevelandart.org/1953.628/1953.628_print.jpg,https://creativecommons.org/publicdomain/zero/1.0/,"牛首坐姿人形护符（馆方定为可能属红山文化） — The Cleveland Museum of Art, CC0",2302x3400,ba239de64494c3e2bc1e9527c9749a77c774d4cd541ca4e92727ddc8c1319cd7,2026-07-14T09:37:46+00:00,器物图谱／跨馆比较,馆方使用 probably Hongshan culture；必须保留“可能属”限定，不得写作牛河梁出土。,01_open_license/artifacts_sites_expanded/AX032_bovine_head_seated_figure_cleveland.jpg,05_web_ready/artifacts_sites_expanded/AX032_bovine_head_seated_figure_cleveland.webp
AX033,open_license,artifacts_sites_expanded,AX033_ceremonial_disk_axe_cleveland.jpg,礼仪圆盘钺,The Cleveland Museum of Art,The Cleveland Museum of Art,CC0,open_license_direct_use,allow_with_manifest_conditions,https://www.clevelandart.org/art/1991.6,https://openaccess-cdn.clevelandart.org/1991.6/1991.6_print.jpg,https://creativecommons.org/publicdomain/zero/1.0/,"礼仪圆盘钺 — The Cleveland Museum of Art, CC0",3400x2859,c8460f9c780b1de46e4685ceb0b866753f6dab1b099082f38db29b9e32f82640,2026-07-14T09:37:46+00:00,器物图谱／礼仪权力,馆方定为东北中国红山文化；无牛河梁出土信息，不得补写。,01_open_license/artifacts_sites_expanded/AX033_ceremonial_disk_axe_cleveland.jpg,05_web_ready/artifacts_sites_expanded/AX033_ceremonial_disk_axe_cleveland.webp
EC001,open_license,early_culture_sequence,EC001_xiaohexi_pottery_miniature_head.jpg,小河西文化陶塑微型人头像,Furius,中国考古博物馆；出土地：内蒙古敖汉旗榆树山遗址,CC0 1.0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Pottery%20miniature%20head%2C%20Neolithic%2C%20Xiaohexi%20Culture%20(ca.%206500%20BC)%2C%20Yushushan%20site%2C%20Aohan%2C%20Inner%20Mongolia.jpg,https://upload.wikimedia.org/wikipedia/commons/4/48/Pottery_miniature_head%2C_Neolithic%2C_Xiaohexi_Culture_(ca._6500_BC)%2C_Yushushan_site%2C_Aohan%2C_Inner_Mongolia.jpg,https://creativecommons.org/publicdomain/zero/1.0/,"Photo: Furius / Wikimedia Commons, CC0 1.0",885x1271,be73ff4dbd6ccc99a7739271fa5f354f51ccd9ee5bb4d80b484c3ca074a76a98,2026-07-14T10:22:08.030Z,H04 文化序列：小河西文化起点；器物卡片,约公元前6500年（按 Commons 源页题名）；仅可说明该照片所示器物被源页标注为小河西文化、榆树山遗址出土；不要由单件器物推断其与红山文化构成单线直接祖先关系。,01_open_license/early_culture_sequence/EC001_xiaohexi_pottery_miniature_head.jpg,05_web_ready/early_culture_sequence/EC001_xiaohexi_pottery_miniature_head.webp
EC002,open_license,early_culture_sequence,EC002_xinglongwa_cord_marked_pottery_jar.jpg,兴隆洼文化绳纹陶罐,Prof. Gary Lee Todd,中国国家博物馆；来源页标注辽宁,CC BY-SA 4.0（亦提供 GFDL/较早 BY-SA 版本）,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Neolithic%20pottery%20jar%2C%20Xinglongwa%20Culture%2C%20Liaoning%2C%201990.JPG,https://upload.wikimedia.org/wikipedia/commons/e/e3/Neolithic_pottery_jar%2C_Xinglongwa_Culture%2C_Liaoning%2C_1990.JPG,https://creativecommons.org/licenses/by-sa/4.0/,"Photo: Prof. Gary Lee Todd / Wikimedia Commons, CC BY-SA 4.0",634x994,40099c96e6d590701770de632b3248b396ba0fd678b4e2965d13ff51825edad3,2026-07-14T10:22:08.947Z,H04 文化序列：兴隆洼文化；陶器工艺卡,约公元前6200—5200年（兴隆洼文化常用口径）；为博物馆陈列器物照片；不得写成牛河梁出土，亦不得把照片拍摄年份“1990”误作器物年代。,01_open_license/early_culture_sequence/EC002_xinglongwa_cord_marked_pottery_jar.jpg,05_web_ready/early_culture_sequence/EC002_xinglongwa_cord_marked_pottery_jar.webp
EC003,open_license,early_culture_sequence,EC003_xinglongwa_open_mouth_cylindrical_jar.jpg,兴隆洼文化敞口筒形陶罐,Siyuwj,中国考古博物馆；出土地：内蒙古敖汉旗兴隆洼遗址,CC BY-SA 4.0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:%E5%85%B4%E9%9A%86%E6%B4%BC%E6%96%87%E5%8C%96%E6%95%9E%E5%8F%A3%E7%AD%92%E5%BD%A2%E9%99%B6%E7%BD%90%2C%202024-06-22.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a4/%E5%85%B4%E9%9A%86%E6%B4%BC%E6%96%87%E5%8C%96%E6%95%9E%E5%8F%A3%E7%AD%92%E5%BD%A2%E9%99%B6%E7%BD%90%2C_2024-06-22.jpg,https://creativecommons.org/licenses/by-sa/4.0/,"Photo: Siyuwj / Wikimedia Commons, CC BY-SA 4.0",1600x2400,4a4bbf40d7d2b949f46a2127bc98e2feff869f524805e35ae491297e0946a0ac,2026-07-14T10:22:09.891Z,H04 文化序列：兴隆洼文化主图,约公元前6200—5200年（按源页展签）；可用于说明兴隆洼文化常见筒形罐形制；不是牛河梁器物。,01_open_license/early_culture_sequence/EC003_xinglongwa_open_mouth_cylindrical_jar.jpg,05_web_ready/early_culture_sequence/EC003_xinglongwa_open_mouth_cylindrical_jar.webp
EC004,open_license,early_culture_sequence,EC004_xinglongwa_pottery_group_01.jpg,兴隆洼文化陶器群（一）,Siyuwj,中国考古博物馆,CC BY-SA 4.0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:%E5%85%B4%E9%9A%86%E6%B4%BC%E6%96%87%E5%8C%96%E9%99%B6%E5%99%A8%E7%BE%A4%2C%202024-06-22%2001.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1c/%E5%85%B4%E9%9A%86%E6%B4%BC%E6%96%87%E5%8C%96%E9%99%B6%E5%99%A8%E7%BE%A4%2C_2024-06-22_01.jpg,https://creativecommons.org/licenses/by-sa/4.0/,"Photo: Siyuwj / Wikimedia Commons, CC BY-SA 4.0",2400x1600,bff012bf5e704daecdceaf0f23bc9fdfd8d80195348880a60434a17427db430d,2026-07-14T10:22:10.836Z,H04 文化序列：兴隆洼器物谱系横滑卡,约公元前6200—5200年（文化年代；单件器物年代以展签为准）；源页只明确为兴隆洼文化陶器群；不得自行补写每件器物名称或具体出土地。,01_open_license/early_culture_sequence/EC004_xinglongwa_pottery_group_01.jpg,05_web_ready/early_culture_sequence/EC004_xinglongwa_pottery_group_01.webp
EC005,open_license,early_culture_sequence,EC005_xinglongwa_pottery_group_02.jpg,兴隆洼文化陶器群（二）,Siyuwj,中国考古博物馆,CC BY-SA 4.0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:%E5%85%B4%E9%9A%86%E6%B4%BC%E6%96%87%E5%8C%96%E9%99%B6%E5%99%A8%E7%BE%A4%2C%202024-06-22%2002.jpg,https://upload.wikimedia.org/wikipedia/commons/8/82/%E5%85%B4%E9%9A%86%E6%B4%BC%E6%96%87%E5%8C%96%E9%99%B6%E5%99%A8%E7%BE%A4%2C_2024-06-22_02.jpg,https://creativecommons.org/licenses/by-sa/4.0/,"Photo: Siyuwj / Wikimedia Commons, CC BY-SA 4.0",2400x1600,5616e400fdb7078c034d5342f1d6002e468513b74e8334975e899e8ab9703778,2026-07-14T10:22:11.775Z,H04 文化序列：兴隆洼器物谱系横滑卡,约公元前6200—5200年（文化年代；单件器物年代以展签为准）；与 EC004 为同一文化的不同陈列照片；不得当成两个独立遗址或两批明确有层位关系的材料。,01_open_license/early_culture_sequence/EC005_xinglongwa_pottery_group_02.jpg,05_web_ready/early_culture_sequence/EC005_xinglongwa_pottery_group_02.webp
EC006,open_license,early_culture_sequence,EC006_xinglongwa_grinding_slab_and_roller.jpg,兴隆洼文化石磨棒、石磨盘,Siyuwj,中国考古博物馆；出土地：内蒙古敖汉旗兴隆洼遗址,CC BY-SA 4.0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:%E5%85%B4%E9%9A%86%E6%B4%BC%E6%96%87%E5%8C%96%E7%9F%B3%E7%A3%A8%E6%A3%92%E3%80%81%E7%9F%B3%E7%A3%A8%E7%9B%98%2C%202024-06-22.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9c/%E5%85%B4%E9%9A%86%E6%B4%BC%E6%96%87%E5%8C%96%E7%9F%B3%E7%A3%A8%E6%A3%92%E3%80%81%E7%9F%B3%E7%A3%A8%E7%9B%98%2C_2024-06-22.jpg,https://creativecommons.org/licenses/by-sa/4.0/,"Photo: Siyuwj / Wikimedia Commons, CC BY-SA 4.0",2400x1600,1aa5f056fb19cc111ffa356f44451b6a2b31c90416e3792c23356ec35ebefab3,2026-07-14T10:22:12.714Z,H04 文化序列：生业与定居证据卡,约公元前6200—5200年（按源页展签）；源页转述残留物分析涉及山药、橡子、粟、黍；网站若采用该结论，应另引正式考古/科技考古文献，不只依赖图片说明。,01_open_license/early_culture_sequence/EC006_xinglongwa_grinding_slab_and_roller.jpg,05_web_ready/early_culture_sequence/EC006_xinglongwa_grinding_slab_and_roller.webp
EC007,open_license,early_culture_sequence,EC007_xinglongwa_jade_jue_2024.jpg,兴隆洼文化玉玦,Siyuwj,中国考古博物馆,CC BY-SA 4.0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:%E5%85%B4%E9%9A%86%E6%B4%BC%E6%96%87%E5%8C%96%E7%8E%89%E7%8E%A6%2C%202024-06-22.jpg,https://upload.wikimedia.org/wikipedia/commons/7/75/%E5%85%B4%E9%9A%86%E6%B4%BC%E6%96%87%E5%8C%96%E7%8E%89%E7%8E%A6%2C_2024-06-22.jpg,https://creativecommons.org/licenses/by-sa/4.0/,"Photo: Siyuwj / Wikimedia Commons, CC BY-SA 4.0",2400x1600,73e0c0048ab906b08b078fc7eac891d2c04a852c1260822aef3f7e4ee02b88a4,2026-07-14T10:22:13.647Z,H04 文化序列：早期玉器传统卡,约公元前6200—5200年（文化年代；具体器物年代以展签为准）；可用于说明辽西早期玉器传统；不得写成红山文化玉玦或牛河梁出土。,01_open_license/early_culture_sequence/EC007_xinglongwa_jade_jue_2024.jpg,05_web_ready/early_culture_sequence/EC007_xinglongwa_jade_jue_2024.webp
EC008,open_license,early_culture_sequence,EC008_xinglongwa_green_jade_jue.jpg,兴隆洼遗址绿玉玦,Furius,中国考古博物馆；出土地：内蒙古敖汉旗兴隆洼遗址,CC0 1.0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Green%20jade%20jue%2C%20Neolithic%2C%20Xinglongwa%20culture%20(6200-5200%20BC)%2C%20Xinglongwa%20site%2C%20Aohan%2C%20Inner%20Mongolia.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e1/Green_jade_jue%2C_Neolithic%2C_Xinglongwa_culture_(6200-5200_BC)%2C_Xinglongwa_site%2C_Aohan%2C_Inner_Mongolia.jpg,https://creativecommons.org/publicdomain/zero/1.0/,"Photo: Furius / Wikimedia Commons, CC0 1.0",1948x1353,fa53ecc657e68ec9cd7178da9cac156a739a50eb8ee7fc6ff9fc6ab1a10f5f55,2026-07-14T10:22:14.573Z,H04 文化序列：玉玦细节放大/备选主图,约公元前6200—5200年（按源页题名）；与 EC007 可能表现同类或相近展品；上线前应以照片中的展签和源页确认是否为同一件，避免当作两件独立器物计数。,01_open_license/early_culture_sequence/EC008_xinglongwa_green_jade_jue.jpg,05_web_ready/early_culture_sequence/EC008_xinglongwa_green_jade_jue.webp
EC009,open_license,early_culture_sequence,EC009_xinglongwa_skull_plaque_2024.jpg,兴隆洼文化人头盖骨牌饰,Siyuwj,中国考古博物馆,CC BY-SA 4.0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:%E5%85%B4%E9%9A%86%E6%B4%BC%E6%96%87%E5%8C%96%E4%BA%BA%E5%A4%B4%E7%9B%96%E9%AA%A8%E7%89%8C%E9%A5%B0%2C%202024-06-22.jpg,https://upload.wikimedia.org/wikipedia/commons/c/ca/%E5%85%B4%E9%9A%86%E6%B4%BC%E6%96%87%E5%8C%96%E4%BA%BA%E5%A4%B4%E7%9B%96%E9%AA%A8%E7%89%8C%E9%A5%B0%2C_2024-06-22.jpg,https://creativecommons.org/licenses/by-sa/4.0/,"Photo: Siyuwj / Wikimedia Commons, CC BY-SA 4.0",2400x1600,38ad40d73d09fee0ce3de15751362d80842f2a74e700afe92bf3cc0889033043,2026-07-14T10:22:15.509Z,H04 文化序列：特殊材质器物（可选，需内容提示）,约公元前6200—5200年（文化年代；具体器物年代以展签为准）；涉及人体遗存，应采用克制、学术化表述并提供敏感内容提示；不得渲染祭祀、战争或身份结论。,01_open_license/early_culture_sequence/EC009_xinglongwa_skull_plaque_2024.jpg,05_web_ready/early_culture_sequence/EC009_xinglongwa_skull_plaque_2024.webp
EC010,open_license,early_culture_sequence,EC010_xinglongwa_skull_plaque_alt.jpg,兴隆沟一号遗址人头盖骨牌饰（另一视角）,Furius,中国考古博物馆；出土地：内蒙古敖汉旗兴隆沟一号遗址,CC0 1.0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Plaque%20made%20from%20human%20skull%2C%20Neolithic%2C%20Xinglongwa%20Culture%20(6200-5200%20BC)%2C%20Xinglongguo%20site%201%2C%20Aohan%2C%20Inner%20Mongolia.jpg,https://upload.wikimedia.org/wikipedia/commons/4/46/Plaque_made_from_human_skull%2C_Neolithic%2C_Xinglongwa_Culture_(6200-5200_BC)%2C_Xinglongguo_site_1%2C_Aohan%2C_Inner_Mongolia.jpg,https://creativecommons.org/publicdomain/zero/1.0/,"Photo: Furius / Wikimedia Commons, CC0 1.0",2268x2348,ccb90696670b7ae28ebfa2a8ac2daec7ca93d21912a1c69262f2315291e96695,2026-07-14T10:22:16.456Z,H04 文化序列：器物细节备选（可选，需内容提示）,约公元前6200—5200年（按源页题名）；与 EC009 可能为同类或同一器物不同视角，不能据此增加器物数量；兴隆沟与兴隆洼为不同遗址名称，不可混写。,01_open_license/early_culture_sequence/EC010_xinglongwa_skull_plaque_alt.jpg,05_web_ready/early_culture_sequence/EC010_xinglongwa_skull_plaque_alt.webp
EC011,open_license,early_culture_sequence,EC011_zhaobaogou_jade_tube.jpg,赵宝沟文化筒形玉器,Prof. Gary Lee Todd,上海博物馆玉器馆；来源页标注内蒙古,CC BY-SA 4.0（亦提供 GFDL/较早 BY-SA 版本）,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Jade%20tube-shaped%20artifact%2C%20Zhaobaogou%20culture%2C%20Inner%20Mongolia%2C%205000-4400%20BC.JPG,https://upload.wikimedia.org/wikipedia/commons/2/26/Jade_tube-shaped_artifact%2C_Zhaobaogou_culture%2C_Inner_Mongolia%2C_5000-4400_BC.JPG,https://creativecommons.org/licenses/by-sa/4.0/,"Photo: Prof. Gary Lee Todd / Wikimedia Commons, CC BY-SA 4.0",683x1024,dddf5e726c8372d922a71af01ca2f48faf9520a25b473c405ed12811ee32f92e,2026-07-14T10:22:17.373Z,H04 文化序列：赵宝沟文化开放许可主图,约公元前5000—4400年（按 Commons 源页）；仅可作为赵宝沟文化玉器实例；不得写成神兽纹陶尊、不得写成牛河梁出土。,01_open_license/early_culture_sequence/EC011_zhaobaogou_jade_tube.jpg,05_web_ready/early_culture_sequence/EC011_zhaobaogou_jade_tube.webp
EC012,open_license,early_culture_sequence,EC012_xiaoheyan_bird_shaped_pottery_jar.jpg,小河沿文化鸟形陶罐,Prof. Gary Lee Todd,中国国家博物馆,CC BY-SA 4.0（亦提供 GFDL/较早 BY-SA 版本）,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:Neolithic%20bird-shaped%20pottery%20jar%2C%20Xiaoheyan%20Culture%2C%20Inner%20Mongolia%2C%201977.jpg,https://upload.wikimedia.org/wikipedia/commons/9/96/Neolithic_bird-shaped_pottery_jar%2C_Xiaoheyan_Culture%2C_Inner_Mongolia%2C_1977.jpg,https://creativecommons.org/licenses/by-sa/4.0/,"Photo: Prof. Gary Lee Todd / Wikimedia Commons, CC BY-SA 4.0",1012x903,8bbaa16f8a1d2f7e843c789193a5000595cf3156539b2a9f97ce48062a34fd6a,2026-07-14T10:22:18.288Z,H04 文化序列：小河沿文化主图,约公元前2900—2700年（当前 Commons 说明；旧版记录曾写公元前3000—2600年，需以正式考古报告统一）；可说明红山文化之后的小河沿文化器物；来源页年代文字存在版本差异，网站时间轴应采用经学术文献复核的宽口径并标注不确定性。,01_open_license/early_culture_sequence/EC012_xiaoheyan_bird_shaped_pottery_jar.jpg,05_web_ready/early_culture_sequence/EC012_xiaoheyan_bird_shaped_pottery_jar.webp
EC013,open_license,early_culture_sequence,EC013_xinle_barrel_like_pottery_jar.jpg,新乐出土筒形陶瓶,Windmemories,中国国家博物馆,CC BY-SA 4.0,open_license_direct_use_with_attribution,allow_with_manifest_conditions,https://commons.wikimedia.org/wiki/File:20251026%20Barrel-like%20Pottery%20Jar%20from%20Xinle.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f2/20251026_Barrel-like_Pottery_Jar_from_Xinle.jpg,https://creativecommons.org/licenses/by-sa/4.0/,"Photo: Windmemories / Wikimedia Commons, CC BY-SA 4.0",1200x1800,30db686de7906424306a6938479a213e4aa3761da97ddfcea1fafae261babda0,2026-07-14T10:22:23.551Z,H04 文化序列：同一时期区域比较支线,源页未给单件器物精确年代；新乐文化常用范围约公元前5500—4800年，仅作区域比较；新乐文化位于辽河下游，是区域比较材料；不得画成通往红山/牛河梁的确定单线前身。,01_open_license/early_culture_sequence/EC013_xinle_barrel_like_pottery_jar.jpg,05_web_ready/early_culture_sequence/EC013_xinle_barrel_like_pottery_jar.webp
